smiles,id-num,id,database,db_id,similarity,caco2_wang,clearance_hepatocyte_az,clearance_microsome_az,half_life_obach,ld50_zhu,lipophilicity_astrazeneca,ppbr_az,solubility_aqsoldb,vdss_lombardo,ames,bbb_martins,bioavailability_ma,cyp2c9_substrate_carbonmangels,cyp2c9_veith,cyp2d6_substrate_carbonmangels,cyp2d6_veith,cyp3a4_substrate_carbonmangels,cyp3a4_veith,dili,herg,hia_hou,pgp_broccatelli,molecular_weight,formal_charge,clogp,heavy_atoms,h_bond_acceptors,h_bond_donor,rotatable_bonds,num_of_rings,molar_refractivity,number_of_atoms,topological_surface_area_mapping
C1CCC(COc2c3c(nc[nH]3)nc(Nc3ccccc3)n2)CC1,0,Query Molecule,Query Molecule,-1,1,-4.670984745,45.17861557006836,54.645713806152344,13.74609661102295,2.314971446990967,3.1340537071228027,95.01004028320312,-4.831045628,2.803741455078125,0.763606071,0.9584185481071472,0.9999332427978516,0.013271133415400982,0.053884484,0.006940846,0.3687269985675812,0.8902353048324585,0.9832110404968262,0.9877653121948242,0.8950814008712769,0.9999836683273315,0.3529713749885559,323.17461029200007,0,4.055600000000002,24,5,2,5,4,93.47840000000004,24,75.72
COc1ccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)cc1,1,MCULE-9267345670-DMCH,MCULE-FULL,2859418,0.86037,-4.907069206,125.6556396484375,85.58229064941406,9.612985610961914,2.4904496669769287,3.8299286365509033,98.02803039550781,-4.171349525,4.391521453857422,0.9663656949996948,0.9722417593002319,0.9905415177345276,0.36546146869659424,0.9632819294929504,0.3358769118785858,0.9993124008178711,0.9056740999221802,0.9457454681396484,0.9297665953636169,0.9988102912902832,0.9998300075531006,0.9104108810424805,350.1742759,0,3.9729000000000028,26,6,2,6,4,103.27840000000003,26,68.3
COc1ccc(Nc2nc(NCC3CCCO3)nc3nccnc23)cc1,2,MCULE-1929796230-DMCH,MCULE-FULL,850507,0.85811,-5.073878765,98.65594482421875,86.47618865966797,9.577345848083496,2.7065627574920654,2.8567001819610596,95.46224212646484,-3.768959522,2.5231618881225586,0.9770286679267883,0.8583627343177795,0.912569523,0.067549832,0.8575578927993774,0.046942398,0.5046442151069641,0.9233254194259644,0.9942651391029358,0.9544968605041504,0.9975841045379639,0.9995861649513245,0.6307371258735657,352.16477388000004,0,2.762900000000001,26,8,2,6,4,98.86840000000002,26,94.08
COc1ccc(Nc2nc(NCC3CCCO3)nc3[nH]ncc23)cc1,3,MCULE-5297050451-DMCH,MCULE-FULL,2626547,0.85697,-5.150120735,82.24021911621094,50.55664825439453,30.87632942199707,2.680894374847412,2.595305919647217,93.09191895,-3.888721228,3.0464425086975098,0.7632548809051514,0.8376814126968384,0.9833622574806213,0.004055642,0.5669430494308472,0.014940782450139523,0.007125246,0.6919215321540833,0.9435477256774902,0.9076406359672546,0.9900049567222595,0.9999474287033081,0.28660184144973755,340.16477388000004,0,2.6959999999999997,25,7,3,6,4,95.42410000000001,25,96.98
Cc1ccc(Nc2nc(NCC3CCCO3)nc(N)c2[N+](=O)[O-])cc1,4,MCULE-1873171734-DMCH,MCULE-FULL,757105,0.85546,-5.748669147,91.01739501953125,47.853797912597656,1.3986096382141113,2.752227783203125,2.334308147,89.37606811523438,-4.29945755,3.6027748584747314,0.9984789490699768,0.580497682,0.9949542880058289,0.005469334,0.228690967,0.000575789,0.009018575,0.25510793924331665,0.3889150619506836,0.9990436434745789,0.5920306444168091,0.9972971081733704,0.004047622,344.15968849999996,0,2.60992,25,8,3,6,3,95.02420000000002,25,128.23000000000002
Cc1ccc(Nc2nc(NCCCO)c3ccccc3n2)cc1,5,MCULE-2490882448-DMCH,MCULE-FULL,1108550,0.8505,-5.295095444,82.35877227783203,88.50718688964844,6.727978229522705,2.7511415481567383,2.2784523963928223,93.92029571533203,-4.565696239,3.6015350818634033,0.9966683983802795,0.996556282,0.9999219179153442,0.001484011,0.024207107722759247,0.2120286077260971,0.10452406108379364,0.077599086,0.3443852663040161,0.9085770845413208,0.9880895018577576,0.9998168349266052,0.16685642302036285,308.1637113,0,3.4761200000000017,23,5,3,6,3,94.19220000000003,23,70.07000000000001
c1ccc(-c2cc(NCC3(Cn4cccn4)CC3)n3nccc3n2)cc1,6,MCULE-4642859590-DMCH,MCULE-FULL,1936769,0.85017,-4.657654762,58.30420684814453,56.007259368896484,4.256641864776611,2.703434705734253,3.7267167568206787,99.38786315917969,-3.530632496,1.7670667171478271,0.986613929,0.9993451237678528,0.9991675615310669,0.003517622,0.2462920844554901,0.26732003688812256,0.7334948778152466,0.019455587,0.9996360540390015,0.9151067733764648,0.9797636270523071,0.9994127750396729,0.8615574240684509,344.1749446,0,3.485100000000002,26,6,1,6,5,100.80670000000002,26,60.040000000000006
OCCCNc1nc(Nc2ccc(F)cc2)nc2ccccc12,7,MCULE-6485309263-DMCH,MCULE-FULL,1106948,0.84921,-5.330180168,94.80940246582031,60.81721115112305,9.295784950256348,3.013427495956421,2.5157551765441895,85.92105102539062,-4.798383236,1.7375797033309937,0.9144792556762695,0.9998039603233337,0.9999804496765137,0.001290877,0.010249932296574116,0.091083184,0.40687042474746704,0.029527494683861732,0.3443450629711151,0.9140877723693848,0.9907339811325073,0.9998168349266052,0.4665498733520508,312.13863938400004,0,3.306800000000001,23,5,3,6,3,89.41320000000003,23,70.07
CCCCNc1nc(Nc2ccccc2O)c2cnn(C)c2n1,8,MCULE-9192195625-DMCH,MCULE-FULL,21567305,0.84561,-5.15803194,73.3507309,42.08039093017578,2.454303503036499,2.5365042686462402,3.0126683712005615,86.81304931640625,-4.023031235,1.751222014427185,0.8726514577865601,0.1556262969970703,0.9991897940635681,0.033402141,0.4625995457172394,0.079455301,0.056883875,0.9950386881828308,0.2529616355895996,0.7713176608085632,0.7935655117034912,0.9999507665634155,0.009209963,312.1698593,0,3.0245000000000006,23,7,3,6,3,91.09120000000003,23,87.89
OCCCNc1nc(Nc2ccc(O)cc2)nc2ccccc12,9,MCULE-7723689811-DMCH,MCULE-FULL,1106207,0.84532,-5.530218601,73.57668304,57.999637603759766,9.521861076,2.682882308959961,1.7556354999542236,89.11417388916016,-4.063969135,2.425001621246338,0.9942869544029236,0.9944942593574524,0.996772826,0.00767142,0.004861935,0.11657865345478058,0.8672337532043457,0.21055591106414795,0.9868109822273254,0.950038493,0.7507210969924927,0.9998276233673096,0.2934325337409973,310.1429758,0,2.8733000000000004,23,6,4,6,3,91.12000000000003,23,90.3
CN(C)CCCNc1nc(Nc2ccc(F)cc2)c2nccnc2n1,10,MCULE-5744702363-DMCH,MCULE-FULL,2232459,0.84236,-4.660119534,45.24351883,0.24746476113796234,31.928956985473633,2.5896239280700684,1.7953450679779053,87.61450195,-2.865943432,4.812921047210693,0.883328915,0.9802811741828918,0.9942315816879272,0.027692703530192375,0.006794065,0.6793181300163269,0.9900934100151062,0.885210395,0.031071193516254425,0.8633880019187927,0.9992536902427673,0.9996708631515503,0.21985919773578644,341.17642186000006,0,2.6661,25,7,2,7,3,96.47140000000003,25,78.86
OCCCNc1nc(Nc2ccccc2O)nc2ccccc12,11,MCULE-2305504093-DMCH,MCULE-FULL,1120787,0.84151,-5.564216614,57.06370162963867,63.235923767089844,2.895355463027954,2.7178902626037598,1.9775036573410034,86.94390869140625,-4.132426262,1.683442473,0.9797853827476501,0.9344980716705322,0.999284565,0.055832677,0.003182978,0.22337588667869568,0.8781046867370605,0.8363701105117798,0.959433377,0.976702869,0.687711239,0.9998795986175537,0.014630669727921486,310.1429758,0,2.8733000000000004,23,6,4,6,3,91.12000000000003,23,90.3
CCCCNc1nc(Nc2ccccc2)c2cnn(C)c2n1,12,MCULE-7232329539-DMCH,MCULE-FULL,781263,0.84139,-4.616745472,84.81639862060547,74.26606750488281,2.0561187267303467,2.497570753097534,3.336796522140503,91.05757141113281,-4.192458153,3.397853374481201,0.9168214201927185,0.9610568881034851,0.9979141354560852,0.042637564,0.44675296545028687,0.35802552103996277,0.7975752949714661,0.9900500774383545,0.021431615576148033,0.7908583879470825,0.7717844843864441,0.9999490976333618,0.004364203,296.1749446,0,3.318900000000001,22,6,2,6,3,89.42640000000004,22,67.66
c1ccc(Nc2nc(NCCN3CCOCC3)nc3nccnc23)cc1,13,MCULE-8191302579-DMCH,MCULE-FULL,850440,0.84135,-5.090882778,42.541744232177734,55.762481689453125,2.5121853351593018,2.701695442199707,2.0258231163024902,81.14256286621094,-3.260700464,3.803985595703125,0.8141537308692932,0.9360246658325195,0.29394465684890747,0.003931219,0.36619535088539124,0.11687146127223969,0.920837402,0.9448134303092957,0.9294629693031311,0.9577503800392151,0.9944362640380859,0.9998430013656616,0.032476671040058136,351.18075829200006,0,1.9074999999999993,26,8,2,6,4,100.60140000000003,26,88.09
Cc1cc(O)ccc1Nc1nc(NCCCN(C)C)nc2c1cnn2C,14,MCULE-8764036760-DMCH,MCULE-FULL,21601056,0.8407,-5.428791046,57.03834533691406,53.69015121459961,27.841339111328125,2.543865442276001,2.069469690322876,80.49528503417969,-3.681332111,1.9093670845031738,0.9063665270805359,0.887175977,0.970640242,0.009245178,0.010594983585178852,0.6416099667549133,0.48595866560935974,0.9820175766944885,0.9161863923072815,0.20440013706684113,0.9966202974319458,0.9994062185287476,0.062154602,355.21205842000006,0,2.48452,26,8,3,7,3,104.09120000000004,26,91.13
COCCCNc1nc(Nc2ccccc2)c2cnn(C)c2n1,15,MCULE-6327639477-DMCH,MCULE-FULL,781326,0.8388,-4.533277512,76.00664520263672,22.431406021118164,31.955324172973633,2.3697915077209473,3.043926477432251,84.55497741699219,-3.726907492,3.867180109024048,0.9945632815361023,0.9980858564376831,0.999863863,0.008538169,0.023583130910992622,0.13853007555007935,0.022412121295928955,0.9947758913040161,0.036146183,0.6581814289093018,0.9917070269584656,0.9998983144760132,0.1141987219452858,312.1698593,0,2.555300000000001,23,7,2,7,3,91.01140000000004,23,76.89
COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1,16,MCULE-4096793652-DMCH,MCULE-FULL,2859417,0.83837,-4.852978706,149.40406799316406,112.07794189453125,30.383834838867188,2.4565019607543945,3.809371233,98.63816833496094,-4.074495792,7.242479324,0.9819183349609375,0.9944895505905151,0.9989468455314636,0.23255452513694763,0.9804069399833679,0.33488520979881287,0.999150276,0.9080045223236084,0.989769459,0.9202696084976196,0.999859095,0.9997305274009705,0.9257332682609558,350.1742759,0,3.9729000000000028,26,6,2,6,4,103.27840000000003,26,68.3
COCCNc1nc(Nc2ccccc2O)c2cnn(C)c2n1,17,MCULE-7401100849-DMCH,MCULE-FULL,21571949,0.83821,-5.098735332,41.19334793,24.02265167236328,0.8528879880905151,2.372392416000366,2.3388514518737793,83.78978729248047,-3.161512375,1.2447205781936646,0.8022158145904541,0.3668738305568695,0.997723401,0.016818897798657417,0.016425481,0.004511639,0.011377284303307533,0.6599709391593933,0.3400372564792633,0.831943929,0.9306100010871887,0.9998633861541748,0.007716923,314.14912381600004,0,1.8707999999999996,23,8,3,6,3,88.05920000000003,23,97.11999999999999
OCCCNc1nc(Nc2ccc(F)cc2F)nc2ccccc12,18,MCULE-6303663863-DMCH,MCULE-FULL,1125097,0.83734,-5.309436321,62.59202194213867,62.81828308105469,3.706174612045288,2.97156024,2.960967779159546,85.6722641,-4.517208576,2.696359395980835,0.5263115763664246,0.9994670748710632,0.9999871253967285,0.016436107456684113,0.017790703,0.095379882,0.9033796191215515,0.004876637,0.9459871053695679,0.9030171632766724,0.9575667977333069,0.9998193383216858,0.007540526,330.1292176,0,3.445900000000001,24,5,3,6,3,89.3712,24,70.07
COCCCNc1nc(Nc2ccc(C)cc2O)c2cnn(C)c2n1,19,MCULE-7642096118-DMCH,MCULE-FULL,21586341,0.83717,-5.194728374,55.20330810546875,48.14693832397461,12.753094673156738,2.5169472694396973,2.2492854595184326,89.85954284667969,-3.489540815,3.344787836074829,0.19994281232357025,0.8422561287879944,0.9979616403579712,0.008988805,0.017982495948672295,0.038274013,0.031175816,0.9127392768859863,0.7790857553482056,0.3333211839199066,0.9886713027954102,0.9984163045883179,0.028098752722144127,342.18042394400004,0,2.5693200000000003,25,8,3,7,3,97.41320000000005,25,97.11999999999999
CCc1ccc(Nc2nc(NCCO)c3ccccc3n2)cc1,20,MCULE-1922032088-DMCH,MCULE-FULL,1111207,0.8367,-5.398722172,86.30460357666016,94.30015563964844,13.673269271850586,2.587620735168457,2.458264112472534,93.55635833740234,-3.629969597,4.478377819061279,0.7397712469100952,0.9879546165466309,0.9998087286949158,0.010569266,0.036206126,0.066140488,0.6156681776046753,0.562678337,0.1155780777335167,0.954941452,0.987598717,0.9998663663864136,0.11978290975093842,308.1637113,0,3.3400000000000016,23,5,3,6,3,94.21620000000003,23,70.07000000000001
CC(C)CCNc1nc(Nc2ccc(F)c(F)c2F)c2cnn(C)c2n1,21,MCULE-3513734919-DMCH,MCULE-FULL,21582236,0.83639,-4.796178341,66.74506378173828,68.93905639648438,17.67485809326172,2.623638391494751,2.562638759613037,93.08066559,-4.531183243,6.515629768371582,0.32398661971092224,0.973266602,0.9973573088645935,0.14564786851406097,0.9100196957588196,0.4917677044868469,0.27427905797958374,0.9986924529075623,0.11114463210105896,0.6629593372344971,0.925487757,0.9999223947525024,0.011473446153104305,364.1623292680001,0,3.9822000000000024,26,6,2,6,3,93.84740000000004,26,67.66
CCCCCNc1nc(Nc2cc(F)ccc2F)c2cnn(C)c2n1,22,MCULE-7716652638-DMCH,MCULE-FULL,21579590,0.83596,-4.686830997,81.56926727294922,34.04881668,59.27392578,2.611379384994507,2.6580088138580322,92.67430114746094,-4.306162834,9.616955757141113,0.5676594376564026,0.8900395631790161,0.9946147799491882,0.10541003197431564,0.21465149521827698,0.003363078,0.8045703172683716,0.9974501729011536,0.3570128381252289,0.7904636859893799,0.9852889180183411,0.9999550580978394,0.047790557,346.1717510800001,0,3.9872000000000023,25,6,2,7,3,93.95940000000004,25,67.66
CCCCNc1nc(Nc2ccccc2F)c2cnn(C)c2n1,23,MCULE-1208104971-DMCH,MCULE-FULL,21567358,0.83573,-4.647926331,95.87322998046875,39.43440628051758,3.3737728595733643,2.5915749073028564,2.9876105785369873,84.31872559,-4.184986591,5.275205612182617,0.9765353798866272,0.9786293506622314,0.9990726709365845,0.013368669897317886,0.13116507232189178,0.040398817509412766,0.086718075,0.9918251037597656,0.12674129009246826,0.8025456666946411,0.887821615,0.9999498128890991,0.008568169,314.16552282800006,0,3.458000000000001,23,6,2,6,3,89.38440000000003,23,67.66
CC(C)CCNc1nc(Nc2ccccc2)c2cnn(C)c2n1,24,MCULE-4255680630-DMCH,MCULE-FULL,1881905,0.83527,-4.74412632,82.55635070800781,96.09854888916016,5.386789798736572,2.488907814025879,2.8379788398742676,93.14510345458984,-3.858551979,2.814293384552002,0.9058095216751099,0.9808789491653442,0.9979128241539001,0.049327973276376724,0.5818368196487427,0.9277429580688477,0.6509789824485779,0.9864078760147095,0.009636728,0.4750978946685791,0.838189423,0.9999361038208008,0.00699923,310.1905947,0,3.5649000000000015,23,6,2,6,3,93.97340000000004,23,67.66
c1ccc(CNc2nc(Nc3cc(C4CC4)[nH]n3)c3sccc3n2)cc1,25,MCULE-6537657184-DMCH,MCULE-FULL,41757739,0.83505,-5.230181694,81.56244659423828,84.24041748046875,15.874333381652832,2.3364644050598145,4.130003452301025,95.06076049804688,-4.078444958,2.156566619873047,0.9933483004570007,0.9835033416748047,0.9994171857833862,0.024358514696359634,0.9162231087684631,0.010520325973629951,0.9594032764434814,0.016919180750846863,0.9999988079071045,0.9983737468719482,0.9028307795524597,0.9999567270278931,0.8773375749588013,362.1313656,0,4.647500000000003,26,6,3,6,5,105.02910000000001,26,78.52
COCCNc1nc(Nc2ccc(F)c(F)c2F)c2cnn(C)c2n1,26,MCULE-5625702067-DMCH,MCULE-FULL,21572502,0.83465,-4.602611542,31.86096954345703,54.194984436035156,2.5479955673217773,2.3270444869995117,2.3610334396362305,77.58982086,-3.839823246,3.2913103103637695,0.8946716785430908,0.9566894173622131,0.99766314,0.4899178147315979,0.020740322768688202,0.010262222029268742,0.26898422837257385,0.9997883439064026,0.49791210889816284,0.9487927556037903,0.8259037733078003,0.9999092817306519,0.00254488,352.1259437600001,0,2.5825000000000005,25,7,2,6,3,86.26840000000001,25,76.89
CCCCNc1nc(Nc2ccc3nc[nH]c3c2)c2cnn(C)c2n1,27,MCULE-4368839732-DMCH,MCULE-FULL,21567612,0.83457,-5.369637012,57.862022399902344,50.03871536254883,25.698945999145508,2.597156524658203,2.9899230003356934,95.95625305175781,-3.661313057,5.998682975769043,0.9981358051300049,0.6861321926116943,0.9651588797569275,0.004805952,0.5141000747680664,0.016027832,0.26813867688179016,0.9745048880577087,0.8279734253883362,0.8182492852210999,0.7380266785621643,0.9989051818847656,0.087955341,336.18109264000003,0,3.1952000000000007,25,7,3,6,4,99.07810000000002,25,96.33999999999999
Cc1cc(Cl)ccc1Nc1nc(NCCCN(C)C)nc2c1cnn2C,28,MCULE-3990725420-DMCH,MCULE-FULL,21601434,0.83454,-5.240781307,32.9609375,48.560211181640625,27.271198272705078,2.5987186431884766,2.918492078781128,83.73614501953125,-3.949935198,7.930239200592041,0.599215567,0.9977333545684814,0.9863798022270203,0.005896164,0.2787412703037262,0.6006572246551514,0.23542489111423492,0.9822335839271545,0.5619322061538696,0.45472532510757446,0.9998219609260559,0.9997796416282654,0.20647767186164856,373.17817144800006,0,3.4323200000000016,26,7,2,7,3,107.43640000000005,26,70.9
COc1ccc(CNc2nc(Nc3ccccc3)c3cnn(C)c3n2)cc1,29,MCULE-9470409899-DMCH,MCULE-FULL,21665582,0.83451,-4.951159954,71.46377563476562,96.89725494384766,0.867469847,2.2545418739318848,3.5792012214660645,97.17665100097656,-5.286681652,1.0272448062896729,0.9980844259262085,0.9617744088172913,0.9770221710205078,0.016328765,0.20136278867721558,0.011794465593993664,0.013663407415151596,0.571884274,0.9974919557571411,0.9963562488555908,0.9990004897117615,0.9999018907546997,0.2957655191421509,360.16985926000007,0,3.7276000000000016,27,7,2,6,4,106.34940000000003,27,76.89
Cc1ccc(Nc2nc(NCC3CCCO3)nc(N)c2[N+](=O)[O-])cc1C,30,MCULE-1459085344-DMCH,MCULE-FULL,539686,0.83421,-5.569875717,82.54597473144531,62.42631149291992,5.581322193145752,2.690045118331909,2.6800081729888916,85.82003784179688,-4.836304665,2.583735466003418,0.9976586103439331,0.868057907,0.99874109,0.001260213,0.5762880444526672,0.001024844,0.000464168,0.29319414496421814,0.097621478,0.9984744191169739,0.9923673272132874,0.9795030355453491,0.097254902,358.17533856399996,0,2.9183400000000006,26,8,3,6,3,99.76120000000003,26,128.23000000000002
Cc1ccc(Nc2nc(NCCC(C)C)nc3c2cnn3C)cc1,31,MCULE-7477600634-DMCH,MCULE-FULL,21581551,0.83413,-5.025364399,76.25250244140625,74.05455780029297,12.74080753326416,2.663799763,2.4189064502716064,93.67594909667969,-3.842930794,2.1064658164978027,0.9790830016136169,0.9986057877540588,0.9981319308280945,0.15203382074832916,0.7518402338027954,0.5054267048835754,0.012721977196633816,0.9983490705490112,0.6254336833953857,0.5326713919639587,0.9817188382148743,0.9996145963668823,0.1471322625875473,324.2062448,0,3.8733200000000023,24,6,2,6,3,98.71040000000005,24,67.66
COc1ccc(Nc2nc(NCCCO)nc3nc[nH]c23)cc1,32,MCULE-9632251356-DMCH,MCULE-FULL,2460883,0.83337,-5.384341717,45.322994232177734,32.987457275390625,3.3871986865997314,2.363792657852173,2.4383511543273926,83.43049621582031,-3.985497952,3.1284279823303223,0.7615965008735657,0.46208298206329346,0.9740591645240784,0.026336303,0.000397803,0.088742428,0.31159254908561707,0.5660462379455566,0.9970220923423767,0.6868317723274231,0.9946792125701904,0.9996318817138672,0.008040803,314.1491238,0,1.8993999999999998,23,7,4,7,3,88.1529,23,107.97999999999999
NC(=O)c1ccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)cc1,33,MCULE-2944666151-DMCH,MCULE-FULL,1119911,0.83295,-5.383442402,35.54319381713867,57.230445861816406,10.11506175994873,2.4230613708496094,3.1134116649627686,91.30874633789062,-4.319009304,1.7629073858261108,0.49516019225120544,0.9966157078742981,0.9943147301673889,0.00484796,0.9331713914871216,0.046790141612291336,0.044857699,0.45784667134284973,0.9841089844703674,0.9993119239807129,0.9981764554977417,0.9998037219047546,0.7119811773300171,363.16952491200004,0,3.063200000000001,27,6,3,6,4,105.24430000000001,27,102.16000000000001
COCCNc1nc(Nc2ccccc2Cl)c2cnn(C)c2n1,34,MCULE-3870168010-DMCH,MCULE-FULL,21572176,0.83289,-4.686183929,55.14888381958008,49.49298095703125,11.794084548950195,2.347362995147705,2.8533616065979004,90.43190002441406,-4.002767086,3.7694220542907715,0.937311053,0.9537380933761597,0.9988064765930176,0.021871589,0.091608107,0.000909931,0.15046872198581696,0.9874318838119507,0.3284462094306946,0.9485535025596619,0.9751765131950378,0.9999358654022217,0.002526005,332.1152368440001,0,2.818600000000001,23,7,2,6,3,91.40440000000005,23,76.89
COCCNc1nc(Nc2ccccc2C)c2cnn(C)c2n1,35,MCULE-1616014656-DMCH,MCULE-FULL,781266,0.83289,-4.643442154,70.06436157226562,56.707786560058594,3.1838386058807373,2.303449869155884,2.671593666,82.64987182617188,-3.743057966,2.8430118560791016,0.8970531821250916,0.9478645324707031,0.999015212,0.011527454480528831,0.017743794,0.057823107,0.008491167,0.998867393,0.44695332646369934,0.8202977776527405,0.8177458643913269,0.9999358654022217,0.018849909,312.1698593,0,2.4736200000000004,23,7,2,6,3,91.13140000000004,23,76.89
CCCCCNc1nc(Nc2ccccc2C)c2cnn(C)c2n1,36,MCULE-4879618266-DMCH,MCULE-FULL,21579206,0.83283,-4.906786442,74.56665039,49.92054367,44.14771270751953,2.618330717086792,2.582869529724121,93.27928161621094,-4.254662514,1.7821673154830933,0.8641899228096008,0.9960344433784485,0.9993478655815125,0.1264079511165619,0.059272874146699905,0.008814141,0.9115177989006042,0.9987649917602539,0.2508721947669983,0.6797462105751038,0.9947401881217957,0.9995644688606262,0.3580516278743744,324.20624476800003,0,4.017420000000002,24,6,2,7,3,98.78040000000006,24,67.66
CCCCCNc1nc(Nc2ccccc2Cl)c2cnn(C)c2n1,37,MCULE-3518508444-DMCH,MCULE-FULL,21579548,0.83283,-4.971025467,83.79322052001953,35.03361129760742,59.17889404296875,2.5809199810028076,2.226789951324463,97.92378997802734,-3.395060539,5.9418439865112305,0.4551970660686493,0.8501502871513367,0.9995648264884949,0.051158454,0.20049074292182922,0.006879548,0.5634774565696716,0.9919141530990601,0.6632022857666016,0.8012389540672302,0.9755752682685852,0.9994755387306213,0.3312362730503082,344.15162235200006,0,4.362400000000003,24,6,2,7,3,99.05340000000005,24,67.66
CCCCCNc1nc(Nc2ccccc2)c2cnn(C)c2n1,38,MCULE-9056640772-DMCH,MCULE-FULL,21579160,0.8327,-4.69110918,75.42725372314453,51.17893981933594,40.28978729248047,2.485262870788574,2.545989513397217,90.37175750732422,-3.860458374,1.7464388608932495,0.5508244037628174,0.94679141,0.9995576739311218,0.021955196,0.068718076,0.12333579361438751,0.8003053069114685,0.9335482716560364,0.009500977,0.6915606260299683,0.9517666101455688,0.9999544620513916,0.020294799,310.1905947,0,3.7090000000000014,23,6,2,7,3,94.04340000000005,23,67.66
CN(C)CCCNc1nc(-c2ccc(Cl)cc2)nc2c1CCC2,39,MCULE-6742999480-DMCH,MCULE-FULL,6618332,0.83261,-4.477838039,61.32203293,67.95437622070312,20.23796272277832,3.0909600257873535,2.241744041442871,88.58728027,-2.678994417,2.5802011489868164,0.10908957570791245,0.9999915361404419,0.9938794374465942,0.000506887,5.352812149794772e-05,0.7120963335037231,0.6654146909713745,0.18920227885246277,0.095921502,0.016858123242855072,0.99998939,0.999534011,0.070747405,330.1611244,0,3.649300000000002,23,4,1,6,3,96.16370000000005,23,41.05
COCCNc1nc(Nc2ccccc2)c2cnn(C)c2n1,40,MCULE-4203880597-DMCH,MCULE-FULL,781260,0.8326,-4.592560291,67.84485626220703,49.022098541259766,0.21424353122711182,2.311485528945923,2.370091199874878,81.76617431640625,-3.360268593,3.4632928371429443,0.9498103260993958,0.9863473176956177,0.9988620281219482,0.011090402491390705,0.003677551,0.009662105,0.032620654,0.9473787546157837,0.024325482547283173,0.9607022404670715,0.8622753620147705,0.9999350309371948,0.067133218,298.1542092,0,2.1651999999999996,22,7,2,6,3,86.39440000000003,22,76.89
OCCCNc1nc(Nc2ccccc2)nc2ccccc12,41,MCULE-1030142973-DMCH,MCULE-FULL,1117620,0.83256,-5.172576427,109.16377258300781,55.616966247558594,7.729717731,2.753371238708496,2.463864565,86.37734222,-4.591486931,1.9288368225097656,0.9802888631820679,0.9990339279174805,0.999363124,0.010179550386965275,0.060181875,0.16747911274433136,0.8948436379432678,0.098706119,0.11828146874904633,0.9288811683654785,0.9820581078529358,0.9997435212135315,0.7673506140708923,294.1480612,0,3.167700000000001,22,5,3,6,3,89.45520000000003,22,70.07
CCc1ccc(Nc2nc(NCC3CCCO3)nc3c2cnn3C)cc1,42,MCULE-9563112625-DMCH,MCULE-FULL,21590923,0.83213,-4.971222401,91.81587219238281,85.30581665039062,12.393071174621582,2.7384605407714844,3.4687716960906982,93.89826965332031,-4.585912704,2.185868501663208,0.991726279,0.9874461889266968,0.9923595786094666,0.002053001,0.13288505375385284,0.010893059894442558,0.002561269,0.9643864035606384,0.873081386,0.9449214339256287,0.9999561309814453,0.9998176693916321,0.5371614694595337,352.20115938800006,0,3.260200000000002,26,7,2,6,4,102.87040000000003,26,76.89000000000001
COc1ccc(Nc2nc(NCC3CCCO3)nc(C)c2[N+](=O)[O-])cc1,43,MCULE-9969960618-DMCH,MCULE-FULL,2635833,0.83206,-5.078505993,105.0239486694336,104.48628234863281,3.357376814,2.8543853759765625,3.4186789989471436,86.23924255371094,-4.641785145,3.113933563232422,0.9918946623802185,0.8545405864715576,0.9996294975280762,0.002381132,0.5876179337501526,0.013644732534885406,0.001745827,0.6411114931106567,0.8864607214927673,0.9930877089500427,0.9973044395446777,0.9985425472259521,0.010863230563700199,359.1593542,0,3.0363200000000017,26,8,2,7,3,97.16380000000002,26,111.44
COCCNc1nc(Nc2ccc(C)c(C)c2)c2nccnc2n1,44,MCULE-8214969368-DMCH,MCULE-FULL,850544,0.83188,-4.593057156,66.51544189453125,63.46589279174805,4.854873180389404,2.424931287765503,2.325977325439453,92.97779083251953,-3.752926588,3.137624740600586,0.9347280859947205,0.9492048025131226,0.9992595314979553,0.041229914873838425,0.031960316,0.5935888886451721,0.836695671,0.9979717135429382,0.9959664344787598,0.8395794630050659,0.9453772902488708,0.9999278783798218,0.074816421,324.16985926000007,0,2.838540000000001,24,7,2,6,3,94.69240000000003,24,84.85000000000001
Cc1cccc(Nc2nc(NCCN3CCOCC3)nc3c2cnn3C)c1C,45,MCULE-8475606479-DMCH,MCULE-FULL,21654032,0.83185,-5.390027046,85.26896667480469,73.46035766601562,11.685284614562988,2.767310619354248,1.8133492469787598,57.318016052246094,-3.834298134,0.7325014472007751,0.14425456523895264,0.9473223090171814,0.9989055395126343,0.018541899,0.064048685,0.12842822074890137,0.056322087,0.9999064207077026,0.9982537627220154,0.6864842176437378,0.9988095760345459,0.9999457597732544,0.6965385675430298,381.22770848400006,0,2.46784,28,8,2,6,4,111.25140000000005,28,80.13
